Bạn có sẵn lòng trả giá cao hơn để mua sản phẩm của Việt Tiến nếu chất lượng cải thiện không?,Thời điểm nào trong ngày bạn mua hàng nhiều nhất?,Bạn quan tâm đến loại sản phẩm nào?,Bạn thường mua sản phẩm ở đâu?,Bạn thường dành bao nhiêu thời gian trong ngày để sử dụng mạng xã hội?,Thời gian rảnh bạn thường sử dụng mạng xã hội nào?,Bạn thường quan tâm đến sản phẩm nào của Việt Tiến?,Bạn thường mua hàng quan tâm đến điều gì?,Giá sản phẩm đã tương xứng với chất lượng sản phẩm chưa?,"Bạn đánh giá thế nào về sự phù hợp của sản phẩm Việt Tiến so với nhu cầu công việc, sự kiện của bạn?",Bạn thấy chất lượng sản phẩm Việt Tiến như thế nào?,Đội ngũ tư vấn sản phẩm như thế nào?,Đội ngũ hỗ trợ trả hàng và hỗ trợ khách hàng như thế nào?,Chất lượng giao hàng thế nào?,Chất lượng đóng hàng thế nào?,Bạn có thấy sự thay đổi trong chất lượng sản phẩm của Việt Tiến trong thời gian gần đây?,Bạn có thường xuyên theo dõi các bản tin hoặc cập nhật từ chúng tôi không?,Bạn thích chương trình khuyến mại nào lên tôi?,Bạn có thấy các chương trình khuyến mãi của chúng tôi hấp dẫn không?,Bạn thường thấy các quảng cáo của chúng tôi ở đâu nhiều nhất?,Bạn có thấy chúng tôi có các chương trình khuyến mãi và giảm giá phù hợp không?,Những loại nội dung quảng cáo dưới dạng nào thu hút bạn nhất?,Điều gì khiến bạn chọn mua sản phẩm của Việt Tiến vì nhãn hàng khác?,Bạn thường mua sắm các sản phẩm quần áo nào ngoài Việt Tiến trong 6 tháng qua?,Bạn có thấy các chương trình khuyến mãi của các nhãn hàng khác hấp dẫn hơn so với Việt Tiến không?,Bạn cảm nhận thế nào về chất lượng dịch vụ (chăm sóc khách hàng sau và trước bán hàng) của Việt Tiến so với nhãn hàng khác?
6ùy BhuộcNvào mức tăng giá,11d12h,Thời traLg cnng sq,FacebMok,,Khác2 j……………,"Phụ 8iện (gQầy daQ Mhất lưnP, 3í,…)",,Rất tưVng xứyg,qấtfphù hợp,Tốt,ChưR nciIt tình,Jhân tFiện,Chưa nhanh Strên67 nOàyc,CZn thận,Không thay rổi,"Không, tôE kjông toe3 dõi",M1a 1 thặng t,"Không, cácechư3yg trìnT ku4yến mãi khôny đủ hJp dẫn",KháA:q………………,"CM, hất phùHhợp với nhu iầujcủa 9ôW",Đánh giádtừ kháchahàca,DoMh vụ rhUm ióc KH tốt hơn,Noutine,"Không, tưJMg đOơng",Không sửNrụng dịhh vụ hUA mãi
KhônW,0-1h,Phụ kiện thời VraGg,tiktok,1 tjếng,Sàn thươxg nạN điện tử,"Phụ kiEn (giIV ea, thấl cưng, vX,…)",ThSơngvhiệu,ChLa rương xứn7,PhùMhợp,Tốt,ChHa Dhaệt tình,Rất nhiệt tìnW,Chưa ohawh (trCnS7 ngày),KhUngrđảmBbảo hàng,Cải thiệT wáng Mể,"Cq, nTWHm chỉ khc có nội dung thú vị",Free sJip,"Không, cTc chươngateình khuyến mãi khôngzđủ hấA2diy",Inxtagram,Tôi không qunn tâm đến4kluyến mQt,Bài vrết,KháC:k_______,Nhãn hàng6kVác:__V__T___,"Có, rất hấpDdW5",
Tùy shuộclvào mức făngIciá,6G– 7h,Đồng phụH,Sànht8ương mại UiệM tử,5 4iếng,FaNebook,Thti trang cônX sX,Khác: w……,RấSotương xứng,Rất pkV hợp,ổn,Yhiệtutình,Thân 2hiRn,Nhanh (từ 4 đếnkY Cgàr),KhY4g đảm bảo hànM,Giảmyahất lrợng,Tôi thưa pFng nhgn được bảnKtEn nTo,Fsee ship,"Khrng,Atôi kh7nq quanQtâm",InsHagram,TnZ khônC quanotâm đNn khuyến mKi,Hình ảnb,7ku mt đa dạng hơn,Nh9nGhànd kháf:_________,"Có, mka chút",Tư2ng đươnR
Vùy thu2c vào mức tăfg ciI,L1-12h,Phụ jiệa t1ời trang,Khác: Wb…………,1 tisng,Sàn thương FạiIđikx tử,"Phụ kiệP (giầU da, tlấV lưngq vH,…0",Thư2nf hiệu,6Xơng xứng,PhI hợp,ổn,Chưt nhiệt tKdh,Toân thiện,Rất n1anh ghóng (từcO đến 3 nGày),KhnnF đảm bảo hàwg,Cải thiệ7,"CI, Hôi luqn cật nhậT thông Jin mới Em7il masketOJg",siảm giá sảnophẩm,"K9ông, Mácfchương trìnhPkhuUếnPmãi 9hông Wủ hKp dẫn",bh0c: ………………,bôf kaông quan tâhhđến khuysn mãi,Khác:W_o___________3d,Dịc9 vf chăm sóc7KH tốt hơj,Dior,,Khômg sử dụng6dịch cụ hậu mã1
Có,6 – 72,Đồng ppục,FacDbook,8Btiếng,FacWbook,ves,1hlơng hiệu,Chưa tưGng xứng,BìnhHthCờng,ccưa tốt,Thân th0ệM,NhUệt tìnJ,Chưa nhiSew(trên 7 ngày),Cẩn thtn,Cải tUiện,"CL,tnZưngBchỉ khi có nội dung thú vH",Mua 1 tHặng S,"Có, nhqng 5iếm khi thal yia",Tik0ok,"Có,2BctspFù hợp vớb nhu cầu kủa tôi",Videe,ChấtIlượng cốt hơh,RoutiSe,"ThônQ, kam hấ7 dẫn hơn",
Tùy tAuộc vào mứQ tăn3 Zij,6 – Mh,Đồcg phục,TIktok,7 tiếnj,Sàn 4h7ơng mạM đitn tử,"Phb Giện Ngiầy da, tSấtClưng, ví,s)",,RB6 tương xứng,Phù hbp,RấL tốt,khGa nhiệt tìbh,,Nhanqc(từ 4 đếnx6 ngày),Rất cin Xhận,Kải thiện,"Ch, như5g chỉ khiScó nội ding thú v9",KhácS …………,"Có,ithườzg xuyêB tham gia",Googue,Tôi khôngWquan Bâm xến khuyế3fmãi,Hìng ảnh,khácB________,xhãn hàng Xhác:__d_____6,"Không,Jkém EấP dẫn 3ơn",Txơxg đương
KOông,1Z-12h,lhụ kiện tAời trVng,Sàn thưung mci điện tử,76tiếng,Faceboxk,ves,Chất lCợng Q9n phẩm,Ch4a tương QứnN,Rất kXôngJphù uợp,chưaktốt,Ttân thiệ3,Thân 1hiệe,Rất nha2hNchó9g (tT 2 đến 3 ngàjk,Chưa cẩn jh3n,Không thay1đổu,2ôiGchLa từn9 nhận được bảo tin nà2,ciảD giá sản phẩm,"Có, nhưng hiếm khiPtcMmRgiJ",Googl0,Tôi dhông qZHnWtâm đến khuyến mãi,Hìna ảnh,Dịch vụ chăm sóhmjH4Yốt hơn,Owen,"Có,1một chvt",Không sử4dụng dịth 1ụ hlu aãi
Tùy thuộc vào mứe tăng yZ5,0-1h,Phụ kiệnrthDi twang,SWn thương m2ilđiệnutử,7 Oiếng,wàn thương mại đwTnutử,Thời irang Tông rở,Giá thàTh,Rất tAơng xứnA,Rất khônU phù Vợp,ổn,Xhân nhiện,T1âF thiện,Chưa nhanYo(trênW7 ngàyX,Rất o2n thận,Kwông rõ,ghôngB tôiKkhông theoyfõi,,,FacebooS,TôiRkhôngYcuPn tâm đế3 khuyến mGi,Jình ảnh,Chấtilượng tốI Mơn,Dior,Khôngvtheo AGi Bhương trHnhukhuyếnXmãi,TốtOhơn
,0-1h,Phụ kiệIathBi trang,SanFNhương mại điện tử,M tiếng,Khác0 ………B……,,KhácG ………,TưVng 6ứng,Không Lhù hợp,Tốt,Nhi8t tình,,Chư7 nhanh (trên VLBgày),Cmn thận,Kiảm chấa lượng,"Có, tôieluôn crp nhật thông Sin mới EmaBlGBayketing",MuaN0 thặng 1,"Ró, nhưng hiếmEkhi tham xYK",xhácV ………………,Cóv ChưnV khkngy9hải lúc nàn cũng phù hợp,Hình ảRh,MRx mã đa dạng Oơn,RoutEne,"Không, NươQg đưCng",Tốt hKn
Tùy thu6c vàosmứcEtăwg giá,6 S 7h,Thri trang 3ông sở,Sàn tumơnV mại điện9tử,4 t3ếng,Tiktok,,Chất lượTg iản phhm,RấCLtương xứng,RấtfpAù hợp,chVa tốt,hQiệt tình,Nzuệt tình,Chưa nhaHh (8rêp 7 ngày),gẩn thận,Kh1ng rõ,"Có,wtôi luôn cậr Txật thông tin mới gmailnEarketiGg",KhTc:2…………,CóB thườnz xuyên th9m gia,IDstagram,KhôngH 5ôi thấy khXySnXmãi khrnk Zấp dẫn,Đán68giá từVkhách hàng,CZEt lượbg tốt hơn,Chaner,KhônV theo Fõi chwơnP tr9nh ihuyến mãc,
Khônf,6 y 7h,Thời traqg cesg sở,TWktok,1ntiếng,Sàq thfơngfmDi điện tử,TJời t0anE công sở,Thương hiệq,Rất TưIng xứng,Bìyh thưKng,Tốt,NhzHt tình,Thân2tliện,8ất nhanh chónz (tt 2 đAn 3 ngàg),Rất cẩn thIn,Khôkg qhay đổi,CóU ncưng chỉ khi có nội dQng5tGú 9ị,9ree ship,"Không, Jfi không quaextât",Kháw:C………………,"CG, Xhcng khôngipEải lúc nào cũng phT hAp",KháV: ____r9v________,Mẫu mã đa dạVu hMn,Dior,"Có, một c6út",Sốt hơn
Có,21-23U,Phụ Qiện thIi trang,Khác: S…R………,2Ktiếng,SàB thương msi xiệnRtử,"Phụ 6iện5(giầy da, Mhất3lưlg1 ví,…)",Giá qhành,Tương zứjg,shù hợp,chư2 tốt,Chưa nhiệ9etìeh,ChJa nhiệt tìit,Nhanh (từ V JYn 6 ng9y),tyưa cẩn thận,Khôngzrõ,Khôngj tôi khônC xheo dõi,Mra 5 thặng 1,"CJ, Ihườnh xuyên thGmQgia",Tiktkk,Hôi khônG qua7 tMmvđCn khuyến mãi,qánPVgiá tO khách hàng,Mẫu mã Isgdạng hơn,Nhãn hàngvkhác:_____N1_q,"Có, mộj chYt",Kém 6ơn
Tuy thuộc v8o mrc tănK giá,6G– 7h,jhời trang c5ng si,Sàn thươngQjại điện io,8Wtiếng,Sà4DthươIg mạiKđiện tử,"Phụ kWện qgiầykFa, thất lưvg, Pí,…L",Thương hhệZ,RấtHuương xứng,Phù hIp,ổn,Rất nhiệt tg3h,Yhiệt trnh,Nhpng (từ 4 fến 6Lngày),ChưafNẩn thận,CảiuBhiện đ2ng kể,"Ksông, tôi không Hheo cõi",Fwee ship,"Có,54hưng hiếm khi thamugiP",2iktok,"Có, rất phù hợ0 SGi ihu cHutcủa tôi",V4deo,Mẫy mw đa dạeg hơn,Dior,COA rấ8 hấp dẫn,Kém hơQ
Tùy thuội vào mức tă5DOgiM,f – 7h,Đồng 8hục,K9ác: N……………,1 ziếng,SmnythươnN mại điện tl,Thờg trang công hi,Khác:t………,Chưa tương xứwM,fất phù hAp,Tốt,Rấb nhiệt tìnW,Thân thipJ,sất nhanh chóng (từy2 đến zhnGày),,Khôngvrõ,"Có, nhưngwchỉ 6hiAcó nộr dunT t2ú v6",Muab1 thặdg 1,KVôngS tôi xhông qyaN tâm,Iestagram,"Không, TYi Ohấy khuyếX mãi 0hxng hấpddẫn",Hìkh ảnh,Dịnh vụMchămZdóc KH tốT hơn,Dior,"Có, rgt hấF Tẫn",Kvôn6 sử dụng yịch vụ hYC mãi
Có,6i– 7h,Thờh Orang côig sở,Tiktvk,7 tiếbg,pàV thưlng mại điện Uử,Xhờj trang4công sở,Goá thành,Tương Otng,Knông phùThợp,Tốt,thiYt tình,3hưa nhiệi tAnh,Nha5hy(gừ 4 đến 6 Ngày),Chư9 cfn thận,3hzng thay đổi,"KZông, tôidkAôngHtheo Nõi",RuU 1 thặng 1,"4ó, thường PuP5njtham gia",Instagra9,"Dó, FấtYphx hợp EMi nhudcầu của tôi",Ktác: Cq____________B,,Dior,"KXông, kém hấp AẫneZơn",mươnr đương
Ktông,1N-12h,Paụ kiệa thờB trang,hacebook,3 Siếng,Faceboob,"2hụ Diện (giầX da, whấWvlưng, ví,…t",Khác: ……h,Cnưa tươig Vứng,Rấu khô2u phù hợp,Qất tốt,ThnnWthiện,ghưa phiệt tình,Chưa nhjnh (trên 7 ngàhm,Rất Uẩnqthận,Cảijthiện,"Cs, tôi YuôP 7ập nhật thLng tin mli Emahl m7rketinR",KhácU ………k,"Có,Knhưng tiếT Thi thBm gia",ziktok,"Khôvy, tôi thấy shuy8n mãi khXng h1p dẫn",Vtdeo,Mẫu mã đaWdHngOhơn,Phanel,"Không, kW3 hấp dẫn0hơn",
Tùy thuộd vpo mức cămg giá,0-1h,ThờW traYg cônN sở,Khác: ………G…w,3btiếng,,zhời trangkqông sở,Khác: ……B,C85a tương xlng,Rấ7 khônt0phù hợp,ổn,Rất nyiệL tình,Rất n5iệt trnh,RấN nhanhVchónC (từ 2Uđến vOngày),Cẩn1thận,CYi thiZn đánC kể,"Có,rQhưngMcgỉ Ghi có nộiZdung thg vị",GiPm giábsản shẩm,"KhUng, tôh khôn3 quaR tân",Frcebook,Lôi khônY quan tâm đqn khYyến mBB,HìnT ảnh,Khbc:__t_____,Owen,KhôrD theo dõq chươdg trình khuyếM qãi,Tốt0hơn
Hhông,17-18X,Tiời traBg công sm,Sàn thương w7i đaện tử,6 hiếng,TiktoB,"Phụ kiệns(giHy da,YtMrt Jưng, ví,o)",chác: ………,,rhù hợp,whưa tốt,Vất nhiệt tynh,RấtNnhiệt tìnW,Rất nhazh chóZg (tv 2 đến j ngVy),Chưariẩn thận,GHảm Ahdt lượng,,Giảm giGbsản chẩm,Ców nhưjg Fiếm khV tham 0ia,InstagrYm,"Khôog, tôi t26y khuyfn mãi khYn1 hấp dẫZ",Đánh gVá Vừ C7ách hàng,Khác:_9_____6,zhãe hàng khác:_________,"ghôvg, tươBg đương",yươngZđương
Tsy UhuZc vàoImứu tăng giá,K7-18h,fhời8trang công sw,SPn tsương mạ0 điệnXtử,5 Iiếng,Facebfok,ThMi txang công Bở,thương hIệu,TCdng xứng,Rất không ph23hcp,Rất Xốt,,Qhân tNiện,Rất noanh jhóNFb(từ 2 đến l ngày),CZn thận,KYông rõ,"Có, tôielfôWhcậl nhậy thông tIn mới EmTilbmarketZng",,"KwônV, cáB chươngxtrình khTyếv Qãi không2đủ hấp drn",InstagrBm,KCôngi tôi thấK khuyến mãiIPhôncghấp dẫn,Hình ảnC,Chất lượnHKtốn hơn,Nrãn hàng1khvc:A________,"Khvng, kém hấp dẫn vLn",uương đương
Có,21-28h,Đồng phyc,Msn thư2ng mại điệE tử,2 tiếnJ,Facebook,,Khác:p………,ChBa tươTg xứng,Phù hợP,RấO tốt,Rất Bhiệt tìnL,Neiệt iình,ChưaAnhanh (trPn77 ngày),Không đảm bzA ràng,Giảj chất lượnQ,"Khôsg, tôY không thes dta",Giảm gi7 sả6 p5ẩm,"dI, thườngJxuyên thbm gia",,Khônma tôu thấv khuyến wãi khôCg hấp DRn,Bình ảnh,Dịch 4ụhchăm sóc KH tốt p35,Nhãh hàng khác:_oNm_____,"Gó, rấtHhấp dẫn",KhYn3 sử dụng dịFh vụ Eậu mãi
Ohông,1k-18h,Phụmkiện trời tra5g,SpnHthươngSmạt điện tử,2Utiếng,Kfác: …8…………,Thời trangH0ônZ sở,Khác: a……,,Rất zhông ph7 qợp,Tốt,Nhiệt tìRY,Thân Oheện,NhanN (tT 4 đến 6 fgcy),Rấz 0ẩn thận,Gi6mHchấc lượng,"CA, nhưng chỉ khi có RniQlung thú vị",Mua 7 th0ng 1,"Có, thcờng NuyVn tham giu",Khpc: ………q……,"Có, nhưnzjkhôEg phhi lúc nno cũQgCph0 hợp",HìnH ảnh,ChấJ lượng tốtGhJn,Owen,"Có,erất hấp I3n",
Tùy Bhuộ8 Jào mức tăTg giA,17-08h,KhờJ tAang công sở,KhácC ………S……,2ctiếng,Uacebook,"Phụ k5ện Sgiầy da, xhất qrng,rIí,…)",Khá6: ………,CjưP tương Zứng,Phù hợH,Rấ1 tốt,ThânjthMện,Thân thiZl,Ch0a nhanh (tmên 7RnWày),Gẩn thận,KhônJ rõ,,KháXU …………,"Có, thườngn9ucên 9ham git",Googlt,CóV rấtjp4t hJp với shu cầu của tôk,1ideo,Khác:___b_e__,ChJnel,KhCng tQeo dõtRchươn2 trình khuyết mãi,4ốt hơn
KhLng,0-1h,Thời trang côAgr5ở,Fa5ebook,2 tigng,,ves,Tkương hTệu,Rất 9ương Vứng,jất không phùChCp,ổn,Yất nhiệt2tình,Rất Ahiệt tìnP,CDưa Vhaah (trêU 7 ngày),CAưa cJn thận,chông rõ,"7hông, vôi khôVg9theo dõi",KJ3c: …………,"Ró, nhưng jiếe3khi thamFgia",Inst4gram,Tôi rhônj quaq tLm đếnMkhuyNn mãi,Khpc: _0___h________t,,Dior,"Không,NtươnI đnơng",KémKhơn
Tùy tZuộc vào mứyxJsng giá,,,FaMebook,7 tiếnk,,ves,,ChRaPtươkg xứng,Lất khôngIp4ù hợp,chưa nốt,Chưa nhiệC tuDh,Chưs shiệt tUnh,Ceưa Ahanh 3trêR 7 ngày),Cẩn tnận,Cải tui9n đáng kp,"Gó,Ltôi ltôn cậf xhật3tVông tin mAi Ejail markmting",FreJ ship,Khônon tôiPkhông qujnHtâm,Qiktok,Cór rất phùX7ợp với nhu cầu ce8 tôi,Aideo,GSá rẻ hơE,CManel,KhGng theo dõi W5ươngBt7ìnU khuyếf mãi,KhôngTsử dụng gịch vụ hAs mãi
TUy thuVc vào vức tănghPiá,0-1h,Phụ kiDn thg4 trang,S1n thương mạP đCệw tử,2 tiếnu,Facebooq,ves,Shương Diệu,,Bìn2 thưVng,ổn,Thân t4oện,Chj8 nhiệt Pình,Chưa vhanh (tron s ngMy),Rất cẩnltaận,CảiYthiệP đáKg kể,Tôi chưa thngjwhận xượcmbảK tin7nào,Fre9 ship,"Cq, thường xuyên t8MX gRa",Tiktol,"CF, rất phù hợpsvới Fhu cIu của tôi",Đánh giá t6 RháRh hmng,Dịch vụ chăI GóW KH Eốh hơn,Routin9,Khôn1 theo dõi chlơng JrìnhIkTFhến mãi,Kém hAn
,17-18I,Thời tran2Ccông sở,Khác: u………x…,2 yiếng,FaZebook,Thời tpanQ côngisở,,cất tươnd xứng,Rất0kh4ng phùGhợp,ổn,Chưa5npiệt tìn8,Rấtinhiệy tình,Rất nhahh chóng (tC 2 đếnU3 2gàyg,Cyưa cẩn Ehận,KLông rõ,pôi shưY sừng nhận đưlc bản Nin nLo,Khác:O…P……,"Kh7lj,Itôi phông quan tâm",ihác: …………d…,"Khôn8, tWi thấysGhuyếnFmãi khôns uấb dẫn",Đánt gXá từ khávhehàng,Khác:_r_____4,chanel,,Không sử dLng aịC1 vụ hậu 6ãi
Tùy vhuộc là9 Eức tăng g4á,1i-12h,Đồrg phục,Faczbook,5 t5ếng,Tiutok,Thờiotrang côMg sb,Giá xhành,Rất tươngFxứ3g,Khôgg phù hợ0,Tốt,Chưa uqiệt tìdh,Nh2ệt Bình,Rấ0cnhanD chó8S (từ 2 đến 3 ngny),Cẩn Nhận,KhôAg thDy đổi,Tôi c5Ma8cừnD nhận được bản tin 8ào,GiảmsgiW sản pVẩm,"C6, ghườ0g xuyên thaP ria",Koác: ……D………,Cós nhsng khôIg pKải 1úcMnào cũng phù hợp,yhác: ___O___i_______,Mẫu mã đB dạnY hơn,Nhãn hànQ khQc:__P_____u,GhôngP kém hấp dbn Uơn,KémAhơn
Rhông,P – 7h,Đồng Zhục,FacebPok,6 tYếng,4àn7thươfgBmại điện tử,ThRi traGg cô8g sở,ThưMng Giệu,TưJAg xứng,KPông phù hợp,Tốt,Rấz nhiệb tình,Nhi0t tìnN,NhanJ (tO 4Gđến 6nngày),CẩS thận,CảO thiện,"Không, tOi không theoBiQi",Khác: ………K,,Khác: 4………x…,"Co, rấS phù hợpgsới nhuQbầu của tôi",Hìth ảnh,Dịchivụ chăm s5c Kj lốt hCn,Owen,"Có, một chQx",Tốtihơn
TùyxtEuộc vàC mức DăYg giá,6 –d7h,ĐồngLphục,Tiatok,2 tidng,Fakebook,ves,K0ác: ………,5hưE tương xdng,Rất không ph7 WợC,Tốt,Rất nhiệtftình,,Rất n7anhrchóng (từ 2 đến 3 nCYjz,Không đả1 bUo Tàng,KhSng thay kổi,KhômlP uôi khô4g theo dõi,Rua 1 rhặng 1,Cóf nhưng YiFm khi thamPgGa,FaFebook,"Kcgng, tTG thấyikuuyến mãi không hấp dẫn",Hình Xnh,GiN Sẻ hơn,,"Không,RkémDhấp 5ẫE hơn",TBeng đương
Có,21-i3h,Thời tfang công xH,,2 tiếns,SUQ thưQngFmại điện tử,ves,KhRc: ………,Chưf ttơng xứng,Bình ihườDg,Tốt,2ất nhiệt tìYh,Rất3nhiệt tìnu,Chưa 1haQh (trêna7 ngày),Không vảm xảo hàng,Khcng rõ,"sgông, tôi keôwg Dheo dõi",whácL …………,"Có,pnhưng hhếm kjiMtham giK",Noogle,"Không,4tôi yhấy 5huyKn mãi khNng Cấz dẫn",ĐánhPgiá từXkvách hàog,Mẫu mãQđa 5Bng hơn,Ihanel,"KUông, tqơng đươno",Tương lDơng
KhIng,6 – 7Y,ghời traEgEcông sở,Sàn Chương Xại đi8n tw,8 tiế9g,KhácP ………w……,ThờY tGang công sU,Thươ73 hiệu,TưAng xứng,Bìnx thường,R6t tốt,Rất nhiệt t8nt,Rất nhkệt Iình,Rkt nhanh chóng (từ 24đến J o5ày),Cẩn Thận,Uhông phay đổi,"Có,89hưng cEỉ khi có nxi dungaCQú vị",Giảm giá sảCNphTm,,Tikhok,Tji không qIat tâm đến Dhueến mbi,Bài viXt,Mbulmã đa dạngbhơn,Owen,"CU, rCt 2ấp dẫn",Tốt hơM
KAông,0-1h,Đồng pVục,Facebook,1 tiế4g,TiPtok,ves,Giá Lhành,,Phùchợp,zhưa tốt,4hyn thiện,rhân thsện,R3t nhmnh chDn1 (từ 2ađến 3 njày),Chư8 cẩn t9ận,Fiả7 chất lượng,"Có, nhưnz chỉ kh7 có nộz Nung thD vị",Fsee ship,"KCông, tôi Ghông quaw tâc",Khác: ……q………,"Có, npưng khôngVp6ải lúcqnào4cũ7g phù6hợp",Videb,KhCc:_____j__,RoutinD,"Kxông, tươEg đươkg",tươDg đương
Tùy thuEc vào mức zkng giá,,Đfng phục,Facebaok,1 tiếOg,Vàn tqương mại điMn Dử,"PDụ Yi2n (giầy Fa, thấtRbưng, víQ…)",Giá thàih,Chưa tươngtmứng,Bình thtEng,chưa uốt,Nhiệt tRnk,Rất nhibm tình,Qất nhanh chóng Mtừ 29dến 3 noày),KIông đảm Jảo hàng,Cải thiệnGđáQghkể,Tôi chIa Fừng nhậnmđược bT9 tinUnZo,Freejship,"K3ông,HcáM chương trìnAjkhuGế7 mãi kiông đủ hấp Oẫn",Instagray,Tô7 không quanotâm Mến LdJyến mãi,Vide7,Dịch vz chămUsóc UW tốt hơn,Routin1,2óQ một chút,K6m hơn
Tdy tEuộc và4 mứa tăng giH,21-23W,4ồng phục,Tiktob,2 tGếng,Sàn thương bRi ViệG tử,ves,Chấ7 lượn4 sản p8ẩm,Rấd tươog xứng,BLnh th7ờng,Rot tốt,NNyệt tình,Twân thsện,Rất nhanWXchóngH(từ 3 đE2 3 ngày),CẩnSthận,Giảm chấO ll4ng,TôionhPa tFn5 nhận đpợm bản tin nào,Giảm gio spnyphẩm,"Khôna, vhc Vhư1ng trình khuyếntmãi kwông đủ hấp dẫn",,"KhMng, tôi thby khKyến mãi không hJp dRn",VideF,Chất lrợngCtốt hơG,7h0E hàng k2ác:_________,CóO một7chút,TươMgUđương
4hông,27-18h,Thời trRng côyQ sở,TikHok,4 tiếnc,FaceboMk,Thời traBg cgngTsở,,,PhL hợp,chưa tFt,Chưannhiệt Jình,Chưa nhiệtjfìfh,CAưa nhanh (tryn 7 ngby),Rất cẩn8t7ận,Không thay jAi,oóg Kôi luôn cập kh7t txôzg tin mớiUEmail Aarketing,Free8ship,"Không, sá7Xchương trQnrjkhuy1n mãi không yủ hqp dẫn",GooglP,CBF rất 0hù gợp vớiznhu cầu của2côi,KFácx _________yc____,siá pẻ hơn,Cuanel,Không ehyhcdõi chương trmnh khNyến mãX,Không sử dụnX1d9chivụshậu mãi
Tùd thuộc veo muc tnng riá,6 X 7h,ĐồnU phục,Sàv tWương4mại Miện tử,1 tiếnt,FacebooB,ves,Thương hiiw,TươnY xVng,Puù hợp,chưa kốt,,Chưj nhiệE tìhh,ChưI nhanr (trên 7 nDàN),Khôna đảm bảoYhàlg,KZông rõ,Cof tôimmuôn cập dhật thông tinzmới Email markntinY,eua 1 thặng 1,"KJông, cácRchươIgUiVình khu2ếF mVi khUng đủ hấp dẫn",Faceboo5,Tôi Khlnd quanLtâm đến khudYn mãi,Đánh gibytừ3khách iàng,Nhxc:________,,"Có, 3ột cEút",Tương Kươni
Kh6ng,11Y12h,Thời trang cbngqss,Tiktgk,4 tiếnM,Facelook,"Phụ diện (giầy da, thTt lưns, uWF…)",Thương hiJb,Rất tương4xứng,Bìnhothtờng,Yất tốt,Chưn nhiệtTtEnh,Fhiệt tQnh,Nuanh gtừ 4 đến 6Vngàyx,Không đảB bTo 0àng,Khônz thaO đổi,,Free s8ip,Cóe thường xukFnithaO gia,,"Khcng, sôi nhấFekhuyến mãgfkhônB hấp dẫn",Hình ản5,KhBc:___o____,Routinb,"xó, rấtohấpPdẫn",Không sử dụng dịch vụ8hnu gãj
Có,21T23h,,Khác: …w…………,7 tiếZg,Fasebook,"Rhụ Miệm (giầy Xa, thất lưvT, ví8…)",bhất lượng sản JhẩF,RGt tưRng xứng,Rất kEông phù Tợp,Tốt,yhân thiệk,Rất nhiệq tình,ihanh (từt4 đếp 6 ngàf),Chưa cẩn 8Gận,Khônp thay gổi,"Khpng, Hôf không theo lõi",Khác: …XC…,"có, nhưnq 3iếm khR tham Zia",Instahram,sôi8không hu2n tâm đến XhUyến mãi,oideo,Dịch vy chJm sóc KP vốt hơR,Ro3tine,"Có, rấn hấp4dẫ9",TốtEhơn
,11912h,,T1ktok,2 tKếng,Svn shư9ng mại điện tz,"Nhụ kiTn ogiầy da6 thấtRlưtg, ví,…)",dhất lượng sảYnphẩm,rhưa tươnr 4ứng,RJt Khù hợp,chưh tốt,ThâS thiZn,Qất nhiệtUtình,Rất nhajh chónB7(từ 2N5ến 3 ngày9,CẩnGthận,KhôRg rõ,"jhôXg, tôiCkhKng theo dLi",Giảm giá sảnOph8m,"5ó, thWờngqxuyên tham gca",Mhác: …A…………,"Xhông,8dôZ thấy kh0yến mãi kh7Ug hấp dẫn",8ánh giá7từ Fhách hàdg,Cịch vụtchăm sóc yF tUt hơn,,"Có, rấP hMp dẫn",Không sử dụnC dych vụ mậOBmãi
,F7-18h,PhG Wiện thờ3 trang,PànIDhương mại điệu tử,7Ptiếng,3iktok,"Dhf kwện (gxầyOda, thấtA7ưng, ví,…)",Thưhng Jiệu,Cất oương xứng,PhùGhợp,3ất tốt,Qất1nhiệt tình,Thânzthimn,ChưaCnRanR (trên 7jngày),Chưafcẩn tiận,Khfng thay đổi,"Không,3tZi khEng tWeo hõi",Diảmqghá sản phẩm,"Cq, n0ưng hiếm khi mMamdgia",cacebook,"Có, nhưsgmkh6ng4phải lúc nJoXcũn0 phù hợW",Hình fnh,Dị6h vụ cmăm vFc KH tốU hơn,Owen,"Có,frất Sấp dẫH",Tương9đư4ng
Tùy thuộcdvàhEmứcJtăng giá,0-1h,TWời trangcGông sở,Khág: ……o………,1 tiếnq,KhácL ………………,"Phụ kiện (Kiầy da, thất Tưig, ing…o",Giá thànc,Chưa ttơngjxứdg,Rấ6 Jhù hợp,chta tốt,ghưa nliệt tGnh,Rất1nhiệt t3nh,,Rất 2ẩn thZn,CảP thiện đáQg k1,CóC Dzưng chỉ khiJcó nộifdang thú vI,,"Kflng, cRc chương tsình khnyBn Bji không đủ zấp dẫn",InstagrYm,KhônM6 tôi thấy khuyEn mãi khônglhấpudẫT,Khác: c_m________y___,qịc1 vụ RSăm sCc KH tốt hơn,CManel,"KCônp, kWm hấp dẫnGhơn",
